INCIDENT_REPORT_ID,LOCATION,ZIP,LATITUDE_PUBLIC,LONGITUDE_PUBLIC,CMPD_PATROL_DIVISION,NPA,LOCATION_TYPE_DESCRIPTION,PLACE_TYPE_DESCRIPTION,PLACE_DETAIL_DESCRIPTION,HIGHEST_NIBRS_DESCRIPTION,date,year,hour,day_type,cluster,cluster_title,geometry,nearest_station,station_list
20220126-1513-00,700 N CHURCH ST,28202,35.23278,-80.837512,Central,476,Parking Deck,Residential,Apartment/Duplex Private Res,Theft From Motor Vehicle,2022-01-26,2022,15,Weekday,1,Property Theft and Vandalism,POINT (-80.837512 35.23278),9th Street,['9th Street']
20220107-0629-03,900 N COLLEGE ST,28206,35.232917,-80.832622,Central,476,Outdoors,Commercial Place,Other - Commercial Place,Intimidation,2022-01-07,2022,6,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.832622 35.232917),9th Street,['9th Street']
20241120-2137-00,200 W TREMONT AV,28203,35.210672,-80.86189,Central,388,Outdoors,Commercial Place,Bar/Tavern/Nightclub,Simple Assault,2024-11-20,2024,21,Weekday,4,Sexual Violent Crimes,POINT (-80.86189 35.210672),East/West,['East/West']
20210827-1230-01,400 E 12TH ST,28206,35.230711,-80.831337,Central,476,Parking Lot,Open Area,Other - Open Area,Theft From Motor Vehicle,2021-08-27,2021,12,Weekday,1,Property Theft and Vandalism,POINT (-80.831337 35.230711),9th Street,['9th Street']
20230110-1115-06,2200 HAWKINS ST,28203,35.208609,-80.863631,Central,338,Indoors,Residential,Private Residence,Intimidation,2023-01-10,2023,11,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.863631 35.208609),East/West,['East/West']
20230217-0627-00,200 N CHURCH ST,28202,35.228926,-80.843025,Central,476,Parking Deck,Residential,Apartment/Duplex Private Res,Motor Vehicle Theft,2023-02-17,2023,6,Weekday,1,Property Theft and Vandalism,POINT (-80.843025 35.228926),CTC/Arena,['CTC/Arena']
20170606-1042-02,200 W MARTIN LUTHER KING JR BV,28202,35.225846,-80.847447,Central,476,Indoors,Retail,Gas Station,All Other Thefts,2017-06-06,2017,10,Weekday,1,Property Theft and Vandalism,POINT (-80.847447 35.225846),3rd St/Convention,['3rd St/Convention']
20231008-1803-01,400 S TRYON ST,28202,35.22492,-80.846381,Central,476,Parking Deck,Open Area,Other - Open Area,Damage/Vandalism Of Property,2023-10-08,2023,18,Sunday,1,Property Theft and Vandalism,POINT (-80.846381 35.22492),3rd St/Convention,"['3rd St/Convention', 'Brooklyn Village']"
20220224-1717-02,500 E 7TH ST,28202,35.226069,-80.835717,Central,476,Outdoors,Residential,Apartment/Duplex Private Res,All Other Thefts,2022-02-24,2022,17,Weekday,1,Property Theft and Vandalism,POINT (-80.835717 35.226069),7th Street,"['7th Street', '9th Street']"
20231006-1202-00,200 E 4TH ST,28202,35.225467,-80.843098,Central,476,Indoors,Retail,Drug Store,All Other Thefts,2023-10-06,2023,12,Weekday,1,Property Theft and Vandalism,POINT (-80.843098 35.225467),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20190621-0732-00,200 E TRADE ST,28202,35.226243,-80.841973,Central,476,Outdoors,Open Area,Street/Highway,Simple Assault,2019-06-21,2019,7,Weekday,4,Sexual Violent Crimes,POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20250422-1624-02,200 S TRYON ST,28202,35.226412,-80.844208,Central,476,Parking Deck,Residential,Garage/Storage - Detached,Theft From Motor Vehicle,2025-04-22,2025,16,Weekday,1,Property Theft and Vandalism,POINT (-80.844208 35.226412),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20220820-1906-03,500 S TRYON ST,28202,35.224178,-80.847459,Central,476,Outdoors,Public/Non-Residential,Air/Bus/Train Terminal,Other Unlisted Non-Criminal,2022-08-20,2022,19,Saturday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.847459 35.224178),Brooklyn Village,"['Brooklyn Village', '3rd St/Convention']"
20240526-2226-01,600 N CHURCH ST,28202,35.232696,-80.837638,Central,476,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,2024-05-26,2024,22,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.837638 35.232696),9th Street,['9th Street']
20210928-2017-01,100 S TRYON ST,28202,35.227199,-80.843083,Central,476,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,2021-09-28,2021,20,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20200515-1352-00,100 W TREMONT AV,28203,35.210487,-80.860549,Central,338,Parking Deck,Residential,Apartment/Duplex Private Res,All Other Thefts,2020-05-15,2020,13,Weekday,1,Property Theft and Vandalism,POINT (-80.860549 35.210487),East/West,['East/West']
20190216-1805-00,100 E TRADE ST,28202,35.227199,-80.843083,Central,476,Outdoors,Open Area,Street/Highway,Simple Assault,2019-02-16,2019,18,Saturday,4,Sexual Violent Crimes,POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20210718-0935-01,100 EAST BV,28203,35.212574,-80.858829,Central,388,Outdoors,Open Area,Street/Highway,Robbery,2021-07-18,2021,9,Sunday,7,"""Financial and Personal Crimes""",POINT (-80.858829 35.212574),East/West,"['East/West', 'Bland']"
20170511-2033-01,200 E TRADE ST,28202,35.226243,-80.841973,Central,476,Outdoors,Commercial Place,Light Rail/Trolley,All Other Thefts,2017-05-11,2017,20,Weekday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20231027-1313-01,600 N CHURCH ST,28202,35.232696,-80.837638,Central,476,Indoors,Commercial Place,Other - Commercial Place,Shoplifting,2023-10-27,2023,13,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.837638 35.232696),9th Street,['9th Street']
20180804-1103-02,200 N COLLEGE ST,28202,35.227041,-80.840856,Central,476,Indoors,Commercial Place,Hotel/Motel,All Other Thefts,2018-08-04,2018,11,Saturday,1,Property Theft and Vandalism,POINT (-80.840856 35.227041),CTC/Arena,"['CTC/Arena', '7th Street', '3rd St/Convention']"
20200315-1341-02,300 W TREMONT AV,28203,35.210672,-80.86189,Central,338,Indoors,Commercial Place,Other - Commercial Place,All Other Thefts,2020-03-15,2020,13,Sunday,1,Property Theft and Vandalism,POINT (-80.86189 35.210672),East/West,['East/West']
20240423-1701-04,1400 S TRYON ST,28203,35.216686,-80.855588,Central,339,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,All Other Thefts,2024-04-23,2024,17,Weekday,1,Property Theft and Vandalism,POINT (-80.855588 35.216686),Bland,['Bland']
20230425-1825-02,100 WINONA ST,28202,35.216686,-80.855588,Central,339,Parking Lot,Commercial Place,Other - Commercial Place,Theft From Motor Vehicle,2023-04-25,2023,18,Weekday,1,Property Theft and Vandalism,POINT (-80.855588 35.216686),Bland,['Bland']
20240906-0705-02,100 W CATHERINE ST,28203,35.218378,-80.853841,Central,339,Parking Deck,Residential,Apartment/Duplex Private Res,Theft From Motor Vehicle,2024-09-06,2024,7,Weekday,1,Property Theft and Vandalism,POINT (-80.853841 35.218378),Bland,['Bland']
20170129-1819-00,400 WEST BV,28203,35.214791,-80.863564,Central,388,Outdoors,Residential,Other - Residential,Theft From Motor Vehicle,2017-01-29,2017,18,Sunday,1,Property Theft and Vandalism,POINT (-80.863564 35.214791),East/West,['East/West']
20250819-1706-01,300 S CHURCH ST,28201,35.226138,-80.847028,Central,476,Outdoors,Public/Non-Residential,Other - Public/Non-Residential,Drug/Narcotic Violations,2025-08-19,2025,17,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.847028 35.226138),3rd St/Convention,['3rd St/Convention']
20210914-0714-02,100 S POPLAR ST,28202,35.228968,-80.84514,Central,476,Parking Deck,Residential,Garage/Storage - Detached,Theft From Motor Vehicle,2021-09-14,2021,7,Weekday,1,Property Theft and Vandalism,POINT (-80.84514 35.228968),CTC/Arena,['CTC/Arena']
20240319-0731-01,300 S TRYON ST,28202,35.225651,-80.845306,Central,476,Parking Deck,Commercial Place,Other - Commercial Place,Burglary/B&E,2024-03-19,2024,7,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.845306 35.225651),3rd St/Convention,"['3rd St/Convention', 'CTC/Arena']"
20230914-1300-02,200 W MARTIN LUTHER KING JR BV,28203,35.225846,-80.847447,Central,476,Outdoors,Retail,Convenience Store,Intimidation,2023-09-14,2023,13,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.847447 35.225846),3rd St/Convention,['3rd St/Convention']
20190222-0312-01,200 N TRYON ST,28202,35.227994,-80.841946,Central,476,Outdoors,Open Area,Street/Highway,All Other Thefts,2019-02-22,2019,3,Weekday,1,Property Theft and Vandalism,POINT (-80.841946 35.227994),CTC/Arena,"['CTC/Arena', '7th Street']"
20211227-1819-00,500 E TRADE ST,28202,35.223768,-80.839041,Central,476,Outdoors,Open Area,Street/Highway,All Other Offenses,2021-12-27,2021,18,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.839041 35.223768),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20191028-2353-08,400 WEST BV,28203,35.214791,-80.863564,Central,388,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,2019-10-28,2019,23,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.863564 35.214791),East/West,['East/West']
20250609-1051-03,700 N TRYON ST,28202,35.23185,-80.836487,Central,476,Outdoors,Commercial Place,Other - Commercial Place,All Other Offenses,2025-06-09,2025,10,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.836487 35.23185),9th Street,['9th Street']
20200712-0753-00,900 N COLLEGE ST,28206,35.232917,-80.832622,Central,476,Outdoors,Open Area,Street/Highway,Simple Assault,2020-07-12,2020,7,Sunday,4,Sexual Violent Crimes,POINT (-80.832622 35.232917),9th Street,['9th Street']
20200918-1157-03,200 E TRADE ST,28202,35.226243,-80.841973,Central,476,Indoors,Retail,Drug Store,Shoplifting,2020-09-18,2020,11,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20240918-1518-02,200 E 7TH ST,28202,35.228585,-80.838701,Central,476,Parking Lot,Commercial Place,Bar/Tavern/Nightclub,Theft From Motor Vehicle,2024-09-18,2024,15,Weekday,1,Property Theft and Vandalism,POINT (-80.838701 35.228585),7th Street,"['7th Street', '9th Street', 'CTC/Arena']"
20171114-0000-03,100 W TRADE ST,28202,35.227199,-80.843083,Central,476,Parking Deck,Public/Non-Residential,Other - Public/Non-Residential,Affray,2017-11-14,2017,0,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20231022-0834-01,300 LINCOLN ST,28203,35.219971,-80.856597,Central,339,Parking Lot,Commercial Place,Bar/Tavern/Nightclub,Theft From Motor Vehicle,2023-10-22,2023,8,Sunday,1,Property Theft and Vandalism,POINT (-80.856597 35.219971),Bland,['Bland']
20250506-1104-00,2200 HAWKINS ST,28203,35.208609,-80.863631,Central,338,Parking Deck,Residential,Apartment/Duplex Private Res,Theft of Motor Vehicle Parts from Vehicle,2025-05-06,2025,11,Weekday,1,Property Theft and Vandalism,POINT (-80.863631 35.208609),East/West,['East/West']
20190721-1442-02,600 E TRADE ST,28202,35.222915,-80.83802,Central,476,Other,Public/Non-Residential,Government Building,Missing Person,2019-07-21,2019,14,Sunday,9,Non-Criminal Incident Reports,POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20190823-0704-01,2100 HAWKINS ST,28203,35.210672,-80.86189,Central,338,Indoors,Commercial Place,Bar/Tavern/Nightclub,Burglary/B&E,2019-08-23,2019,7,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.86189 35.210672),East/West,['East/West']
20181001-2025-05,1900 SOUTH BV,28203,35.210775,-80.858791,Central,3,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,Credit Card/Teller Fraud,2018-10-01,2018,20,Weekday,0,Fraudulent Financial Crimes,POINT (-80.858791 35.210775),East/West,['East/West']
20181117-1517-03,200 E TRADE ST,28202,35.226243,-80.841973,Central,476,Indoors,Commercial Place,Bar/Tavern/Nightclub,All Other Thefts,2018-11-17,2018,15,Saturday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20241018-0440-00,100 S TRYON ST,28202,35.227199,-80.843083,Central,476,Outdoors,Open Area,Other - Open Area,Weapon Law Violations,2024-10-18,2024,4,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20210327-2130-03,300 W BLAND ST,28203,35.219246,-80.857294,Central,339,Outdoors,Open Area,Other - Open Area,Trespass Of Real Property,2021-03-27,2021,21,Saturday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.857294 35.219246),Bland,['Bland']
20170213-2059-02,100 W KINGSTON AV,28203,35.213679,-80.857913,Central,388,Parking Deck,Residential,Apartment/Duplex Private Res,All Other Thefts,2017-02-13,2017,20,Weekday,1,Property Theft and Vandalism,POINT (-80.857913 35.213679),East/West,"['East/West', 'Bland']"
20220805-0118-02,600 N CHURCH ST,28202,35.232696,-80.837638,Central,476,Indoors,Residential,Apartment/Duplex Private Res,Aggravated Assault,2022-08-05,2022,1,Weekday,4,Sexual Violent Crimes,POINT (-80.837638 35.232696),9th Street,['9th Street']
20181214-1435-00,300 E TRADE ST,28202,35.226243,-80.841973,Central,476,Indoors,Retail,Convenience Store,Counterfeiting/Forgery,2018-12-14,2018,14,Weekday,8,Fraudulent Identity Crimes,POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20230930-1721-04,400 E MARTIN LUTHER KING JR BV,28213,35.222248,-80.843363,Central,476,Indoors,Commercial Place,Other - Commercial Place,Pocket-Picking,2023-09-30,2023,17,Saturday,7,"""Financial and Personal Crimes""",POINT (-80.843363 35.222248),3rd St/Convention,"['3rd St/Convention', 'Brooklyn Village', 'CTC/Arena']"
20251105-1630-00,2100 HAWKINS ST,28202,35.210672,-80.86189,Central,338,Indoors,Commercial Place,Office,Theft From Building,2025-11-05,2025,16,Weekday,1,Property Theft and Vandalism,POINT (-80.86189 35.210672),East/West,['East/West']
20250430-0920-01,300 S CHURCH ST,28202,35.226138,-80.847028,Central,476,Outdoors,Open Area,Other - Open Area,Stolen Property Offenses,2025-04-30,2025,9,Weekday,1,Property Theft and Vandalism,POINT (-80.847028 35.226138),3rd St/Convention,['3rd St/Convention']
20251118-1343-00,600 E TRADE ST,28202,35.222915,-80.83802,Central,476,Parking Lot,Public/Non-Residential,Government Building,Other Unlisted Non-Criminal,2025-11-18,2025,13,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20240527-1012-04,200 E TRADE ST,28203,35.226243,-80.841973,Central,476,Indoors,Commercial Place,Hotel/Motel,Other Unlisted Non-Criminal,2024-05-27,2024,10,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20210617-1416-00,300 W 9TH ST,28202,35.232923,-80.839833,Central,476,Other,Residential,Garage/Storage - Detached,Burglary/B&E,2021-06-17,2021,14,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.839833 35.232923),9th Street,['9th Street']
20220901-1125-00,500 S COLLEGE ST,28202,35.223194,-80.846399,Central,476,Parking Deck,Public/Non-Residential,Other - Public/Non-Residential,Motor Vehicle Theft,2022-09-01,2022,11,Weekday,1,Property Theft and Vandalism,POINT (-80.846399 35.223194),Brooklyn Village,"['Brooklyn Village', '3rd St/Convention']"
20190205-1701-02,300 E 7TH ST,28202,35.228585,-80.838701,Central,476,Parking Lot,Open Area,Other - Open Area,Damage/Vandalism Of Property,2019-02-05,2019,17,Weekday,1,Property Theft and Vandalism,POINT (-80.838701 35.228585),7th Street,"['7th Street', '9th Street', 'CTC/Arena']"
20190120-1602-01,1700 SOUTH BV,28202,35.212734,-80.856643,Central,3,Outdoors,Open Area,Other - Open Area,Theft From Motor Vehicle,2019-01-20,2019,16,Sunday,1,Property Theft and Vandalism,POINT (-80.856643 35.212734),East/West,"['East/West', 'Bland']"
20240228-0918-02,700 N CHURCH ST,28202,35.23278,-80.837512,Central,476,Indoors,Residential,Apartment/Duplex Private Res,Drug/Narcotic Violations,2024-02-28,2024,9,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.837512 35.23278),9th Street,['9th Street']
20190819-1532-06,300 N COLLEGE ST,28202,35.227841,-80.839745,Central,476,Indoors,Commercial Place,Bar/Tavern/Nightclub,All Other Thefts,2019-08-19,2019,15,Weekday,1,Property Theft and Vandalism,POINT (-80.839745 35.227841),7th Street,"['7th Street', 'CTC/Arena', '9th Street']"
20241106-1530-01,600 E 8TH ST,28202,35.225987,-80.833699,Central,476,Indoors,Residential,Apartment/Duplex Private Res,Intimidation,2024-11-06,2024,15,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.833699 35.225987),7th Street,"['7th Street', '9th Street']"
20170226-1704-01,100 W TRADE ST,28202,35.227199,-80.843083,Central,476,Parking Lot,Open Area,Other - Open Area,Damage/Vandalism Of Property,2017-02-26,2017,17,Sunday,1,Property Theft and Vandalism,POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20181221-2341-01,200 E TRADE ST,28202,35.226243,-80.841973,Central,476,Parking Deck,Open Area,Other - Open Area,Drug/Narcotic Violations,2018-12-21,2018,23,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20190328-1829-05,500 N TRYON ST,28202,35.230244,-80.838738,Central,476,Outdoors,Open Area,Other - Open Area,Other Unlisted Non-Criminal,2019-03-28,2019,18,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.838738 35.230244),9th Street,['9th Street']
20251204-1653-04,200 E 9TH ST,28204,35.229334,-80.835683,Central,476,Outdoors,Public/Non-Residential,Other - Public/Non-Residential,Drug/Narcotic Violations,2025-12-04,2025,16,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.835683 35.229334),9th Street,"['9th Street', '7th Street']"
20181120-0651-02,200 E TRADE ST,28202,35.226243,-80.841973,Central,476,Outdoors,Commercial Place,Other - Commercial Place,Drug Equipment Violations,2018-11-20,2018,6,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20210627-0705-02,400 N COLLEGE ST,28202,35.228585,-80.838701,Central,476,Outdoors,Open Area,Street/Highway,Motor Vehicle Theft,2021-06-27,2021,7,Sunday,1,Property Theft and Vandalism,POINT (-80.838701 35.228585),7th Street,"['7th Street', '9th Street', 'CTC/Arena']"
20200609-1614-04,200 S TRYON ST,28202,35.226412,-80.844208,Central,476,Indoors,Commercial Place,Other - Commercial Place,Simple Assault,2020-06-09,2020,16,Weekday,4,Sexual Violent Crimes,POINT (-80.844208 35.226412),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20180812-1644-00,100 W 5TH ST,28202,35.227994,-80.841946,Central,476,Indoors,Commercial Place,Bar/Tavern/Nightclub,All Other Thefts,2018-08-12,2018,16,Sunday,1,Property Theft and Vandalism,POINT (-80.841946 35.227994),CTC/Arena,"['CTC/Arena', '7th Street']"
20200302-1837-02,300 E 4TH ST,28202,35.225467,-80.843098,Central,476,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,2020-03-02,2020,18,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.843098 35.225467),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20170601-2221-00,200 E TRADE ST,28202,35.226243,-80.841973,Central,476,Outdoors,Commercial Place,Bar/Tavern/Nightclub,All Other Thefts,2017-06-01,2017,22,Weekday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20210525-0843-03,600 E TRADE ST,28202,35.222915,-80.83802,Central,476,Indoors,Public/Non-Residential,Government Building,Other Unlisted Non-Criminal,2021-05-25,2021,8,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20210612-0940-01,300 E 6TH ST,28202,35.227841,-80.839745,Central,476,Outdoors,Public/Non-Residential,Other - Public/Non-Residential,Aggravated Assault,2021-06-12,2021,9,Saturday,4,Sexual Violent Crimes,POINT (-80.839745 35.227841),7th Street,"['7th Street', 'CTC/Arena', '9th Street']"
