INCIDENT_REPORT_ID,LOCATION,ZIP,LATITUDE_PUBLIC,LONGITUDE_PUBLIC,CMPD_PATROL_DIVISION,NPA,LOCATION_TYPE_DESCRIPTION,PLACE_TYPE_DESCRIPTION,PLACE_DETAIL_DESCRIPTION,HIGHEST_NIBRS_DESCRIPTION,date,year,hour,day_type,cluster,cluster_title,geometry,nearest_station,station_list
20230922-1101-02,200 N TRYON ST,28202,35.227994,-80.841946,Central,476,Other,Commercial Place,Financial Institution,Counterfeiting/Forgery,2023-09-22,2023,11,Weekday,8,Fraudulent Identity Crimes,POINT (-80.841946 35.227994),CTC/Arena,"['CTC/Arena', '7th Street']"
20180627-0725-00,1500 S CHURCH ST,28203,35.21775,-80.858398,Central,339,Outdoors,Residential,Other - Residential,Other Unlisted Non-Criminal,2018-06-27,2018,7,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.858398 35.21775),Bland,['Bland']
20210605-1643-01,200 N CHURCH ST,28202,35.228926,-80.843025,Central,476,Outdoors,Residential,Apartment/Duplex Private Res,Simple Assault,2021-06-05,2021,16,Saturday,4,Sexual Violent Crimes,POINT (-80.843025 35.228926),CTC/Arena,['CTC/Arena']
20190424-1918-01,200 E 7TH ST,28202,35.228585,-80.838701,Central,476,Parking Deck,Commercial Place,Other - Commercial Place,Theft of Motor Vehicle Parts from Vehicle,2019-04-24,2019,19,Weekday,1,Property Theft and Vandalism,POINT (-80.838701 35.228585),7th Street,"['7th Street', '9th Street', 'CTC/Arena']"
20200130-0514-01,300 W TREMONT AV,28203,35.210672,-80.86189,Central,338,Indoors,Residential,Private Residence,All Other Offenses,2020-01-30,2020,5,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.86189 35.210672),East/West,['East/West']
20190719-0900-02,1900 CAMDEN RD,28203,35.211597,-80.859634,Central,388,Outdoors,Open Area,Other - Open Area,All Other Thefts,2019-07-19,2019,9,Weekday,1,Property Theft and Vandalism,POINT (-80.859634 35.211597),East/West,['East/West']
20260213-2331-02,100 N POPLAR ST,28202,35.228968,-80.84514,Central,476,Outdoors,Open Area,Street/Highway,Weapon Law Violations,2026-02-13,2026,23,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.84514 35.228968),CTC/Arena,['CTC/Arena']
20231203-2012-01,600 S COLLEGE ST,28202,35.222488,-80.847424,Central,476,Other,Open Area,Street/Highway,All Other Offenses,2023-12-03,2023,20,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.847424 35.222488),Brooklyn Village,"['Brooklyn Village', '3rd St/Convention']"
20220820-2005-00,300 W 3RD ST,28202,35.227417,-80.847359,Central,476,Outdoors,Open Area,Street/Highway,All Other Offenses,2022-08-20,2022,20,Saturday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.847359 35.227417),3rd St/Convention,['3rd St/Convention']
20250915-0919-01,200 E 7TH ST,28202,35.228585,-80.838701,Central,476,Outdoors,Commercial Place,Other - Commercial Place,Other Unlisted Non-Criminal,2025-09-15,2025,9,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.838701 35.228585),7th Street,"['7th Street', '9th Street', 'CTC/Arena']"
20211209-1448-00,600 E 5TH ST,28202,35.223718,-80.836913,Central,476,Indoors,Commercial Place,Other - Commercial Place,Identity Theft,2021-12-09,2021,14,Weekday,1,Property Theft and Vandalism,POINT (-80.836913 35.223718),7th Street,"['7th Street', 'CTC/Arena']"
20190521-2209-03,400 N TRYON ST,28202,35.229505,-80.839786,Central,476,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,2019-05-21,2019,22,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.839786 35.229505),7th Street,"['7th Street', '9th Street']"
20230116-2021-00,200 DOGGETT ST,28203,35.211775,-80.862719,Central,388,Parking Deck,Open Area,Street/Highway,Theft From Motor Vehicle,2023-01-16,2023,20,Weekday,1,Property Theft and Vandalism,POINT (-80.862719 35.211775),East/West,['East/West']
20230801-1029-02,1500 SOUTH BV,28203,35.214569,-80.854568,Central,3,Indoors,Retail,Drug Store,Shoplifting,2023-08-01,2023,10,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.854568 35.214569),Bland,['Bland']
20170730-0305-04,200 E TRADE ST,28202,35.226243,-80.841973,Central,476,Outdoors,Commercial Place,Bar/Tavern/Nightclub,Affray,2017-07-30,2017,3,Sunday,7,"""Financial and Personal Crimes""",POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20230124-1747-00,600 S COLLEGE ST,28202,35.222488,-80.847424,Central,476,Parking Deck,Residential,Garage/Storage - Attached,All Other Thefts,2023-01-24,2023,17,Weekday,1,Property Theft and Vandalism,POINT (-80.847424 35.222488),Brooklyn Village,"['Brooklyn Village', '3rd St/Convention']"
20171220-0946-01,600 E TRADE ST,28202,35.222915,-80.83802,Central,476,Other,Public/Non-Residential,Government Building,Pornography/Obscene Material,2017-12-20,2017,9,Weekday,2,Sexual Offenses Against Privacy,POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20210908-1700-00,200 E 9TH ST,28202,35.229334,-80.835683,Central,476,Indoors,Residential,Apartment/Duplex Private Res,All Other Offenses,2021-09-08,2021,17,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.835683 35.229334),9th Street,"['9th Street', '7th Street']"
20170330-2336-01,100 S BREVARD ST,28202,35.224569,-80.839996,Central,476,Outdoors,Open Area,Other - Open Area,All Other Offenses,2017-03-30,2017,23,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.839996 35.224569),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20230609-1613-01,100 W 3RD ST,28202,35.225651,-80.845306,Central,476,Parking Deck,Open Area,Other - Open Area,Damage/Vandalism Of Property,2023-06-09,2023,16,Weekday,1,Property Theft and Vandalism,POINT (-80.845306 35.225651),3rd St/Convention,"['3rd St/Convention', 'CTC/Arena']"
20230716-1112-01,200 N TRYON ST,28202,35.227994,-80.841946,Central,476,Indoors,Commercial Place,Financial Institution,False Pretenses/Swindle,2023-07-16,2023,11,Sunday,0,Fraudulent Financial Crimes,POINT (-80.841946 35.227994),CTC/Arena,"['CTC/Arena', '7th Street']"
20220301-2204-00,600 E 7TH ST,28202,35.22524,-80.83476,Central,476,Indoors,Residential,Apartment/Duplex Private Res,All Other Offenses,2022-03-01,2022,22,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.83476 35.22524),7th Street,['7th Street']
20220501-1429-01,100 WINONA ST,28203,35.216686,-80.855588,Central,339,Parking Lot,Commercial Place,Fitness Center,Theft From Motor Vehicle,2022-05-01,2022,14,Sunday,1,Property Theft and Vandalism,POINT (-80.855588 35.216686),Bland,['Bland']
20211203-1024-01,600 E TRADE ST,28202,35.222915,-80.83802,Central,476,Outdoors,Open Area,Other - Open Area,Damage/Vandalism Of Property,2021-12-03,2021,10,Weekday,1,Property Theft and Vandalism,POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20170407-0740-02,200 E TRADE ST,28202,35.226243,-80.841973,Central,476,Indoors,Commercial Place,Office,All Other Thefts,2017-04-07,2017,7,Weekday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20250504-0845-02,100 S TRYON ST,28280,35.227199,-80.843083,Central,476,Indoors,Commercial Place,Fitness Center,All Other Thefts,2025-05-04,2025,8,Sunday,1,Property Theft and Vandalism,POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20200611-2112-00,100 E 4TH ST,28280,35.226412,-80.844208,Central,476,Outdoors,Open Area,Street/Highway,Aggravated Assault,2020-06-11,2020,21,Weekday,4,Sexual Violent Crimes,POINT (-80.844208 35.226412),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20200302-1826-01,200 E 7TH ST,28202,35.228585,-80.838701,Central,476,Outdoors,Commercial Place,Light Rail/Trolley,All Other Thefts,2020-03-02,2020,18,Weekday,1,Property Theft and Vandalism,POINT (-80.838701 35.228585),7th Street,"['7th Street', '9th Street', 'CTC/Arena']"
20180316-1005-00,100 W TRADE ST,28202,35.227199,-80.843083,Central,476,Indoors,Commercial Place,Office,Other Unlisted Non-Criminal,2018-03-16,2018,10,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20200421-1812-00,500 E MOREHEAD ST,28202,35.217502,-80.848028,Central,3,Indoors,Commercial Place,Other - Commercial Place,All Other Thefts,2020-04-21,2020,18,Weekday,1,Property Theft and Vandalism,POINT (-80.848028 35.217502),Carson,['Carson']
20231114-0724-04,200 N COLLEGE ST,28202,35.227041,-80.840856,Central,476,Parking Deck,Commercial Place,Other - Commercial Place,Theft From Motor Vehicle,2023-11-14,2023,7,Weekday,1,Property Theft and Vandalism,POINT (-80.840856 35.227041),CTC/Arena,"['CTC/Arena', '7th Street', '3rd St/Convention']"
20250922-0755-03,200 S CHURCH ST,28202,35.22733,-80.845307,Central,476,Parking Deck,Open Area,Other - Open Area,Trespass Of Real Property,2025-09-22,2025,7,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.845307 35.22733),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20240517-1725-03,600 E 3RD ST,28202,35.221303,-80.840288,Central,476,Parking Deck,Commercial Place,Other - Commercial Place,Other Unlisted Non-Criminal,2024-05-17,2024,17,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.840288 35.221303),3rd St/Convention,['3rd St/Convention']
20230322-0746-02,100 E PARK AV,28203,35.214699,-80.857006,Central,3,Parking Deck,Open Area,Street/Highway,Motor Vehicle Theft,2023-03-22,2023,7,Weekday,1,Property Theft and Vandalism,POINT (-80.857006 35.214699),Bland,"['Bland', 'East/West']"
20221114-1202-02,600 N COLLEGE ST,28202,35.23009,-80.836581,Central,476,Parking Lot,Public/Non-Residential,Government Building,Stolen Property Offenses,2022-11-14,2022,12,Weekday,1,Property Theft and Vandalism,POINT (-80.836581 35.23009),9th Street,['9th Street']
20260104-1544-04,600 E 4TH ST,28202,35.2221,-80.839211,Central,476,Indoors,Public/Non-Residential,Other - Public/Non-Residential,Simple Assault,2026-01-04,2026,15,Sunday,4,Sexual Violent Crimes,POINT (-80.839211 35.2221),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20190205-2153-00,1400 S CHURCH ST,28203,35.219246,-80.857294,Central,339,Outdoors,Residential,Apartment/Duplex Private Res,False Pretenses/Swindle,2019-02-05,2019,21,Weekday,0,Fraudulent Financial Crimes,POINT (-80.857294 35.219246),Bland,['Bland']
20220326-1823-00,600 S CALDWELL ST,28202,35.219373,-80.84663,Central,476,Indoors,Retail,Convenience Store,Shoplifting,2022-03-26,2022,18,Saturday,7,"""Financial and Personal Crimes""",POINT (-80.84663 35.219373),Brooklyn Village,['Brooklyn Village']
20201021-1842-00,900 N COLLEGE ST,28206,35.232917,-80.832622,Central,476,Outdoors,Open Area,Other - Open Area,Robbery,2020-10-21,2020,18,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.832622 35.232917),9th Street,['9th Street']
20170128-1515-02,200 N COLLEGE ST,28202,35.227041,-80.840856,Central,476,Indoors,Commercial Place,Hotel/Motel,All Other Thefts,2017-01-28,2017,15,Saturday,1,Property Theft and Vandalism,POINT (-80.840856 35.227041),CTC/Arena,"['CTC/Arena', '7th Street', '3rd St/Convention']"
20250404-1001-03,600 E MOREHEAD ST,28211,35.217502,-80.848028,Providence,3,Other,Public/Non-Residential,Other - Public/Non-Residential,All Other Thefts,2025-04-04,2025,10,Weekday,1,Property Theft and Vandalism,POINT (-80.848028 35.217502),Carson,['Carson']
20180418-1450-00,900 S TRYON ST,28202,35.221776,-80.850362,Central,476,Outdoors,Open Area,Street/Highway,All Other Thefts,2018-04-18,2018,14,Weekday,1,Property Theft and Vandalism,POINT (-80.850362 35.221776),Brooklyn Village,['Brooklyn Village']
20210529-1206-00,200 N COLLEGE ST,28202,35.227041,-80.840856,Central,476,Indoors,Commercial Place,Hotel/Motel,Impersonation,2021-05-29,2021,12,Saturday,8,Fraudulent Identity Crimes,POINT (-80.840856 35.227041),CTC/Arena,"['CTC/Arena', '7th Street', '3rd St/Convention']"
20240503-1908-01,400 N TRYON ST,28202,35.229505,-80.839786,Central,476,Outdoors,Open Area,Street/Highway,All Other Offenses,2024-05-03,2024,19,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.839786 35.229505),7th Street,"['7th Street', '9th Street']"
20220802-1625-02,600 N CHURCH ST,28202,35.232696,-80.837638,Central,476,Parking Deck,Commercial Place,Other - Commercial Place,Damage/Vandalism Of Property,2022-08-02,2022,16,Weekday,1,Property Theft and Vandalism,POINT (-80.837638 35.232696),9th Street,['9th Street']
20230326-1607-01,100 N COLLEGE ST,28202,35.226243,-80.841973,Central,476,Outdoors,Open Area,Street/Highway,Motor Vehicle Theft,2023-03-26,2023,16,Sunday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20190509-0923-01,700 N CALDWELL ST,28202,35.22815,-80.832776,Central,476,Other,Residential,Apartment/Duplex Private Res,Identity Theft,2019-05-09,2019,9,Weekday,1,Property Theft and Vandalism,POINT (-80.832776 35.22815),9th Street,['9th Street']
20171222-1420-01,100 S TRYON ST,28202,35.227199,-80.843083,Central,476,Indoors,Retail,Drug Store,Counterfeiting/Forgery,2017-12-22,2017,14,Weekday,8,Fraudulent Identity Crimes,POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20190701-2341-00,200 E TRADE ST,28202,35.226243,-80.841973,Central,476,Outdoors,Commercial Place,Other - Commercial Place,Aggravated Assault,2019-07-01,2019,23,Weekday,4,Sexual Violent Crimes,POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20221012-2020-02,400 N BREVARD ST,28202,35.2269,-80.83673,Central,476,Parking Lot,Commercial Place,Other - Commercial Place,Theft From Motor Vehicle,2022-10-12,2022,20,Weekday,1,Property Theft and Vandalism,POINT (-80.83673 35.2269),7th Street,"['7th Street', '9th Street', 'CTC/Arena']"
20250610-1447-00,400 E MOREHEAD ST,28202,35.218651,-80.848905,Providence,3,Parking Lot,Commercial Place,Fitness Center,All Other Offenses,2025-06-10,2025,14,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.848905 35.218651),Carson,"['Carson', 'Brooklyn Village']"
20201108-1338-00,1700 CAMDEN RD,28203,35.213679,-80.857913,Central,388,Outdoors,Residential,Apartment/Duplex Private Res,Theft From Motor Vehicle,2020-11-08,2020,13,Sunday,1,Property Theft and Vandalism,POINT (-80.857913 35.213679),East/West,"['East/West', 'Bland']"
20260208-1255-02,100 S TRYON ST,28202,35.227199,-80.843083,Central,476,Indoors,Retail,Other - Retail,Other Unlisted Non-Criminal,2026-02-08,2026,12,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20220104-1232-02,600 N CHURCH ST,28202,35.232696,-80.837638,Central,476,Parking Deck,Residential,Apartment/Duplex Private Res,Theft From Motor Vehicle,2022-01-04,2022,12,Weekday,1,Property Theft and Vandalism,POINT (-80.837638 35.232696),9th Street,['9th Street']
20250414-1740-01,300 E MOREHEAD ST,28202,35.218651,-80.848905,Central,476,Parking Lot,Commercial Place,Other - Commercial Place,Damage/Vandalism Of Property,2025-04-14,2025,17,Weekday,1,Property Theft and Vandalism,POINT (-80.848905 35.218651),Carson,"['Carson', 'Brooklyn Village']"
20220715-2201-01,1900 SOUTH BV,28203,35.210775,-80.858795,Central,3,Parking Deck,Commercial Place,Office,Theft From Motor Vehicle,2022-07-15,2022,22,Weekday,1,Property Theft and Vandalism,POINT (-80.858795 35.210775),East/West,['East/West']
20230326-1304-03,100 S TRYON ST,28280,35.227199,-80.843083,Central,476,Outdoors,Commercial Place,Restaurant/Diner/Coffee Shop,Other Unlisted Non-Criminal,2023-03-26,2023,13,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20250528-0112-00,100 E TRADE ST,28202,35.227199,-80.843083,Central,476,Outdoors,Public/Non-Residential,Other - Public/Non-Residential,All Other Thefts,2025-05-28,2025,1,Weekday,1,Property Theft and Vandalism,POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20170725-2226-04,700 E 9TH ST,28202,35.225767,-80.831872,Central,476,Indoors,Public/Non-Residential,School - Primary or Secondary,Damage/Vandalism Of Property,2017-07-25,2017,22,Weekday,1,Property Theft and Vandalism,POINT (-80.831872 35.225767),9th Street,['9th Street']
20221003-1158-03,500 E MARTIN LUTHER KING JR BV,28202,35.221184,-80.842679,Central,476,Parking Lot,Commercial Place,Hotel/Motel,Other Unlisted Non-Criminal,2022-10-03,2022,11,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.842679 35.221184),3rd St/Convention,"['3rd St/Convention', 'Brooklyn Village']"
20170529-2148-01,1900 SOUTH BV,28203,35.210775,-80.858791,Central,3,Parking Deck,Commercial Place,Other - Commercial Place,Theft From Motor Vehicle,2017-05-29,2017,21,Weekday,1,Property Theft and Vandalism,POINT (-80.858791 35.210775),East/West,['East/West']
20240415-0807-00,200 E BLAND ST,28203,35.217008,-80.854286,Central,339,Indoors,Commercial Place,Bar/Tavern/Nightclub,All Other Thefts,2024-04-15,2024,8,Weekday,1,Property Theft and Vandalism,POINT (-80.854286 35.217008),Bland,['Bland']
20240704-1147-00,200 N TRYON ST,28202,35.227994,-80.841946,Central,476,Indoors,Commercial Place,Bar/Tavern/Nightclub,Simple Assault,2024-07-04,2024,11,Weekday,4,Sexual Violent Crimes,POINT (-80.841946 35.227994),CTC/Arena,"['CTC/Arena', '7th Street']"
20251122-0726-02,2200 HAWKINS ST,28203,35.208609,-80.863631,Central,338,Parking Lot,Residential,Apartment/Duplex Private Res,Burglary/B&E,2025-11-22,2025,7,Saturday,7,"""Financial and Personal Crimes""",POINT (-80.863631 35.208609),East/West,['East/West']
20220212-0121-01,500 E 7TH ST,28202,35.226069,-80.835717,Central,476,Outdoors,Open Area,Street/Highway,All Other Offenses,2022-02-12,2022,1,Saturday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.835717 35.226069),7th Street,"['7th Street', '9th Street']"
20250704-0601-01,600 S TRYON ST,28202,35.223455,-80.848521,Central,476,Outdoors,Commercial Place,Other - Commercial Place,All Other Offenses,2025-07-04,2025,6,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.848521 35.223455),Brooklyn Village,['Brooklyn Village']
20240529-0906-03,300 S CHURCH ST,28202,35.226138,-80.847028,Central,476,Outdoors,Open Area,Public Park/Playground,All Other Thefts,2024-05-29,2024,9,Weekday,1,Property Theft and Vandalism,POINT (-80.847028 35.226138),3rd St/Convention,['3rd St/Convention']
20170328-1420-03,100 S BREVARD ST,28202,35.224569,-80.839996,Central,476,Outdoors,Open Area,Street/Highway,All Other Offenses,2017-03-28,2017,14,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.839996 35.224569),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20221110-1103-03,600 N CHURCH ST,28202,35.232696,-80.837638,Central,476,Parking Deck,Residential,Apartment/Duplex Private Res,Theft From Motor Vehicle,2022-11-10,2022,11,Weekday,1,Property Theft and Vandalism,POINT (-80.837638 35.232696),9th Street,['9th Street']
20240618-0126-00,300 E 9TH ST,28208,35.229334,-80.835683,Central,476,Outdoors,Open Area,Other - Open Area,Drug Equipment Violations,2024-06-18,2024,1,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.835683 35.229334),9th Street,"['9th Street', '7th Street']"
20181108-0334-00,1800 S TRYON ST,28203,35.213987,-80.861858,Central,388,Parking Lot,Open Area,Other - Open Area,Robbery,2018-11-08,2018,3,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.861858 35.213987),East/West,['East/West']
20210310-0244-00,100 N TRYON ST,28202,35.227199,-80.843083,Central,476,Outdoors,Open Area,Street/Highway,Robbery,2021-03-10,2021,2,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20200902-1517-00,200 N TRYON ST,28202,35.227994,-80.841946,Central,476,Parking Deck,Commercial Place,Other - Commercial Place,All Other Thefts,2020-09-02,2020,15,Weekday,1,Property Theft and Vandalism,POINT (-80.841946 35.227994),CTC/Arena,"['CTC/Arena', '7th Street']"
20170619-0919-00,1400 WINNIFRED ST,28204,35.21757,-80.856857,Central,339,Parking Lot,Commercial Place,Other - Commercial Place,All Other Thefts,2017-06-19,2017,9,Weekday,1,Property Theft and Vandalism,POINT (-80.856857 35.21757),Bland,['Bland']
20260213-1643-00,500 E 7TH ST,28202,35.226069,-80.835717,Central,476,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,2026-02-13,2026,16,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.835717 35.226069),7th Street,"['7th Street', '9th Street']"
20210616-0932-00,600 S CALDWELL ST,28202,35.219373,-80.84663,Central,476,Indoors,Retail,Drug Store,Shoplifting,2021-06-16,2021,9,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.84663 35.219373),Brooklyn Village,['Brooklyn Village']
20201009-1452-01,900 N COLLEGE ST,28202,35.232917,-80.832622,Central,476,Other,Open Area,Other - Open Area,Simple Assault,2020-10-09,2020,14,Weekday,4,Sexual Violent Crimes,POINT (-80.832622 35.232917),9th Street,['9th Street']
20220827-1135-00,1100 S TRYON ST,28273,35.219598,-80.85258,Metro,157,Indoors,Retail,Grocery Store/Supermarket,Shoplifting,2022-08-27,2022,11,Saturday,7,"""Financial and Personal Crimes""",POINT (-80.85258 35.219598),Carson,"['Carson', 'Bland']"
20210416-0044-00,400 S CHURCH ST,28202,35.225846,-80.847447,Central,476,Outdoors,Open Area,Street/Highway,Simple Assault,2021-04-16,2021,0,Weekday,4,Sexual Violent Crimes,POINT (-80.847447 35.225846),3rd St/Convention,['3rd St/Convention']
20210819-1608-03,100 N TRYON ST,28202,35.227199,-80.843083,Central,476,Indoors,Commercial Place,Financial Institution,False Pretenses/Swindle,2021-08-19,2021,16,Weekday,0,Fraudulent Financial Crimes,POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20231221-1950-01,400 E 12TH ST,28202,35.230711,-80.831337,Central,476,Outdoors,Open Area,Street/Highway,All Other Offenses,2023-12-21,2023,19,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.831337 35.230711),9th Street,['9th Street']
20200226-0736-00,2200 HAWKINS ST,28203,35.208609,-80.863631,Central,338,Parking Lot,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,2020-02-26,2020,7,Weekday,1,Property Theft and Vandalism,POINT (-80.863631 35.208609),East/West,['East/West']
20180122-1445-03,200 W 10TH ST,28202,35.23278,-80.837512,Central,476,Parking Lot,Residential,Other - Residential,Damage/Vandalism Of Property,2018-01-22,2018,14,Weekday,1,Property Theft and Vandalism,POINT (-80.837512 35.23278),9th Street,['9th Street']
20191025-1135-04,900 N COLLEGE ST,28206,35.232917,-80.832622,Central,476,Outdoors,Open Area,Other - Open Area,Drug/Narcotic Violations,2019-10-25,2019,11,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.832622 35.232917),9th Street,['9th Street']
20241004-1029-03,500 E MARTIN LUTHER KING JR BV,28202,35.221184,-80.842679,Central,476,Indoors,Commercial Place,Hotel/Motel,Simple Assault,2024-10-04,2024,10,Weekday,4,Sexual Violent Crimes,POINT (-80.842679 35.221184),3rd St/Convention,"['3rd St/Convention', 'Brooklyn Village']"
20170307-1138-03,1900 SOUTH BV,28203,35.210775,-80.858791,Central,3,Indoors,Commercial Place,Bar/Tavern/Nightclub,All Other Thefts,2017-03-07,2017,11,Weekday,1,Property Theft and Vandalism,POINT (-80.858791 35.210775),East/West,['East/West']
20250616-1654-00,100 W 6TH ST,28202,35.228772,-80.840838,Central,476,Parking Deck,Commercial Place,Other - Commercial Place,Theft From Motor Vehicle,2025-06-16,2025,16,Weekday,1,Property Theft and Vandalism,POINT (-80.840838 35.228772),7th Street,"['7th Street', 'CTC/Arena']"
20190119-0741-02,900 SPINDLE ST,28206,35.230929,-80.831603,Central,476,Outdoors,Residential,Other - Residential,All Other Thefts,2019-01-19,2019,7,Saturday,1,Property Theft and Vandalism,POINT (-80.831603 35.230929),9th Street,['9th Street']
20200629-1836-01,1100 S TRYON ST,28203,35.219598,-80.85258,Central,476,Indoors,Commercial Place,Other - Commercial Place,Stolen Property Offenses,2020-06-29,2020,18,Weekday,1,Property Theft and Vandalism,POINT (-80.85258 35.219598),Carson,"['Carson', 'Bland']"
20211023-1615-02,400 S TRYON ST,28202,35.22492,-80.846381,Central,476,Parking Deck,Residential,Apartment/Duplex Private Res,Theft From Motor Vehicle,2021-10-23,2021,16,Saturday,1,Property Theft and Vandalism,POINT (-80.846381 35.22492),3rd St/Convention,"['3rd St/Convention', 'Brooklyn Village']"
20200702-1712-01,200 W TREMONT AV,28203,35.210672,-80.86189,Central,388,Outdoors,Open Area,Street/Highway,Damage/Vandalism Of Property,2020-07-02,2020,17,Weekday,1,Property Theft and Vandalism,POINT (-80.86189 35.210672),East/West,['East/West']
20170202-2248-03,200 E TRADE ST,28203,35.226243,-80.841973,Central,476,Outdoors,Commercial Place,Bar/Tavern/Nightclub,Other Unlisted Non-Criminal,2017-02-02,2017,22,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20230827-1321-00,600 N CHURCH ST,28202,35.232696,-80.837638,Central,476,Parking Deck,Public/Non-Residential,Other - Public/Non-Residential,All Other Offenses,2023-08-27,2023,13,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.837638 35.232696),9th Street,['9th Street']
20171130-0104-02,200 E TRADE ST,28202,35.226243,-80.841973,Central,476,Indoors,Commercial Place,Bar/Tavern/Nightclub,All Other Thefts,2017-11-30,2017,1,Weekday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20220816-1844-00,2200 HAWKINS ST,28203,35.208609,-80.863631,Central,338,Parking Deck,Residential,Apartment/Duplex Private Res,All Other Thefts,2022-08-16,2022,18,Weekday,1,Property Theft and Vandalism,POINT (-80.863631 35.208609),East/West,['East/West']
20251206-0043-03,200 E TRADE ST,28202,35.226243,-80.841973,Central,476,Outdoors,Commercial Place,Other - Commercial Place,Intimidation,2025-12-06,2025,0,Saturday,7,"""Financial and Personal Crimes""",POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20190826-0020-02,500 E TRADE ST,28202,35.223768,-80.839041,Central,476,Parking Lot,Open Area,Street/Highway,Theft From Motor Vehicle,2019-08-26,2019,0,Weekday,1,Property Theft and Vandalism,POINT (-80.839041 35.223768),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
